,drug,HC03_VC144,HC03_VC146,HC03_VC147,HC03_VC148,HC03_VC150,HC03_VC151,HC03_VC152
57,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_3,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
58,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
59,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_2,HC03_VC152_3
60,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_2,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
61,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
62,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_4,HC03_VC152_1
63,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
64,high,HC03_VC144_3,HC03_VC146_2,HC03_VC147_2,HC03_VC148_2,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
65,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
66,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
67,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
68,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
69,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_2,HC03_VC152_3
70,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
71,high,HC03_VC144_2,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
72,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
73,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_4,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
74,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
75,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
76,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
77,high,HC03_VC144_2,HC03_VC146_3,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
78,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
79,high,HC03_VC144_1,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
80,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_2,HC03_VC148_3,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
81,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
82,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
83,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
84,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
85,high,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_2,HC03_VC152_3
86,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
87,high,HC03_VC144_4,HC03_VC146_3,HC03_VC147_1,HC03_VC148_3,HC03_VC150_3,HC03_VC151_3,HC03_VC152_1
88,high,HC03_VC144_3,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
89,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_3,HC03_VC152_2
90,high,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
91,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
92,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
93,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
94,high,HC03_VC144_4,HC03_VC146_4,HC03_VC147_2,HC03_VC148_3,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
95,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
96,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
97,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_2,HC03_VC148_2,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
98,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_2,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
99,high,HC03_VC144_4,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_2,HC03_VC152_3
100,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_3,HC03_VC148_2,HC03_VC150_1,HC03_VC151_2,HC03_VC152_2
101,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_2,HC03_VC152_3
102,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
103,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
104,high,HC03_VC144_2,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
105,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
106,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
107,high,HC03_VC144_2,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
108,high,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
109,high,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
110,high,HC03_VC144_1,HC03_VC146_2,HC03_VC147_1,HC03_VC148_3,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
111,high,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
112,high,HC03_VC144_2,HC03_VC146_3,HC03_VC147_2,HC03_VC148_2,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
113,high,HC03_VC144_4,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
114,high,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
115,high,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
116,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
117,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_2,HC03_VC148_3,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
118,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
119,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_4,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
120,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_3,HC03_VC148_2,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
121,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
122,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
123,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
124,mid,HC03_VC144_4,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
125,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
126,mid,HC03_VC144_3,HC03_VC146_2,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_2,HC03_VC152_3
127,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_4,HC03_VC152_1
128,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
129,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
130,mid,HC03_VC144_4,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
131,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_2,HC03_VC152_3
132,mid,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
133,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
134,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
135,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_1,HC03_VC148_4,HC03_VC150_4,HC03_VC151_2,HC03_VC152_3
136,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
137,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_2,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
138,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
139,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
140,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
141,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_2,HC03_VC150_4,HC03_VC151_2,HC03_VC152_3
142,mid,HC03_VC144_3,HC03_VC146_4,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_1,HC03_VC152_4
143,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_3,HC03_VC148_2,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
144,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
145,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
146,mid,HC03_VC144_4,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
147,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
148,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
149,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
150,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
151,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
152,mid,HC03_VC144_4,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_4
153,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
154,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
155,mid,HC03_VC144_3,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_2,HC03_VC152_3
156,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
157,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_3,HC03_VC148_2,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
158,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
159,mid,HC03_VC144_2,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
160,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
161,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_3,HC03_VC152_2
162,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_1,HC03_VC148_4,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
163,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_4,HC03_VC152_1
164,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
165,mid,HC03_VC144_2,HC03_VC146_3,HC03_VC147_1,HC03_VC148_4,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
166,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
167,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
168,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
169,mid,HC03_VC144_3,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_1,HC03_VC152_4
170,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_1,HC03_VC148_4,HC03_VC150_4,HC03_VC151_3,HC03_VC152_2
171,mid,HC03_VC144_3,HC03_VC146_4,HC03_VC147_1,HC03_VC148_4,HC03_VC150_3,HC03_VC151_4,HC03_VC152_1
172,mid,HC03_VC144_2,HC03_VC146_3,HC03_VC147_2,HC03_VC148_3,HC03_VC150_2,HC03_VC151_2,HC03_VC152_2
173,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
174,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_3,HC03_VC148_2,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
175,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_1,HC03_VC152_4
176,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
177,mid,HC03_VC144_2,HC03_VC146_2,HC03_VC147_2,HC03_VC148_3,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
178,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_2,HC03_VC151_3,HC03_VC152_2
179,mid,HC03_VC144_3,HC03_VC146_3,HC03_VC147_3,HC03_VC148_2,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
180,mid,HC03_VC144_2,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
181,mid,HC03_VC144_2,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_2,HC03_VC151_2,HC03_VC152_3
182,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_2,HC03_VC148_3,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
183,mid,HC03_VC144_4,HC03_VC146_4,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_3,HC03_VC152_2
184,mid,HC03_VC144_4,HC03_VC146_3,HC03_VC147_3,HC03_VC148_1,HC03_VC150_4,HC03_VC151_1,HC03_VC152_4
185,mid,HC03_VC144_1,HC03_VC146_1,HC03_VC147_1,HC03_VC148_4,HC03_VC150_1,HC03_VC151_3,HC03_VC152_2
