,drug,HC03_VC128,HC03_VC129,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134
55,high,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
56,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
57,high,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
58,high,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
59,high,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
60,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
61,high,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
62,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_4,HC03_VC131_2,HC03_VC132_3,HC03_VC133_1,HC03_VC134_1
63,high,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
64,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
65,high,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
66,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_3
67,high,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_1
68,high,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
69,high,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
70,high,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
71,high,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
72,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2
73,high,HC03_VC128_3,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_2
74,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
75,high,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1
76,high,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3
77,high,HC03_VC128_2,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_2
78,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
79,high,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
80,high,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
81,high,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
82,high,HC03_VC128_2,HC03_VC129_4,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_1
83,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
84,high,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_1,HC03_VC134_2
85,high,HC03_VC128_4,HC03_VC129_3,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
86,high,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
87,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
88,high,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
89,high,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_4
90,high,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4
91,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
92,high,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
93,high,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
94,high,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
95,high,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
96,high,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
97,high,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_1,HC03_VC134_1
98,high,HC03_VC128_4,HC03_VC129_2,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_1,HC03_VC134_3
99,high,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_4
100,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
101,high,HC03_VC128_3,HC03_VC129_3,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_2
102,high,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
103,high,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
104,high,HC03_VC128_3,HC03_VC129_4,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
105,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
106,high,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
107,high,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1
108,high,HC03_VC128_4,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_2
109,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
110,high,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_2
111,high,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
112,high,HC03_VC128_2,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
113,high,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
114,high,HC03_VC128_3,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
115,high,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
116,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
117,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_3
118,mid,HC03_VC128_4,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_1
119,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_2
120,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_1
121,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
122,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
123,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_4
124,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
125,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
126,mid,HC03_VC128_3,HC03_VC129_2,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
127,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
128,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
129,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
130,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4
131,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_2,HC03_VC132_4,HC03_VC133_2,HC03_VC134_1
132,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_2
133,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
134,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_4
135,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_4
136,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
137,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
138,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
139,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
140,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_1,HC03_VC133_4,HC03_VC134_4
141,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_1,HC03_VC133_2,HC03_VC134_4
142,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2
143,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2
144,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
145,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_1
146,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_4
147,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_4
148,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
149,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
150,mid,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
151,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
152,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_4
153,mid,HC03_VC128_3,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_3,HC03_VC133_4,HC03_VC134_4
154,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
155,mid,HC03_VC128_3,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_2
156,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_4,HC03_VC134_3
157,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
158,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_1,HC03_VC134_2
159,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
160,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3
161,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2
162,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
163,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_4
164,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
165,mid,HC03_VC128_3,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_1
166,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2
167,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_4,HC03_VC134_4
168,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
169,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3
170,mid,HC03_VC128_4,HC03_VC129_2,HC03_VC130_2,HC03_VC131_2,HC03_VC132_3,HC03_VC133_3,HC03_VC134_3
171,mid,HC03_VC128_4,HC03_VC129_3,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_2
172,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3
173,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
174,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
175,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_2
176,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
177,mid,HC03_VC128_2,HC03_VC129_3,HC03_VC130_3,HC03_VC131_4,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2
178,mid,HC03_VC128_1,HC03_VC129_2,HC03_VC130_3,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3
179,mid,HC03_VC128_2,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_3,HC03_VC134_4
180,mid,HC03_VC128_2,HC03_VC129_2,HC03_VC130_2,HC03_VC131_4,HC03_VC132_1,HC03_VC133_3,HC03_VC134_3
181,mid,HC03_VC128_2,HC03_VC129_4,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_3,HC03_VC134_1
182,mid,HC03_VC128_1,HC03_VC129_4,HC03_VC130_4,HC03_VC131_4,HC03_VC132_1,HC03_VC133_1,HC03_VC134_1
183,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_4
184,mid,HC03_VC128_4,HC03_VC129_1,HC03_VC130_1,HC03_VC131_1,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4
185,mid,HC03_VC128_1,HC03_VC129_3,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2
