,drug,HC03_VC25,HC03_VC26,HC03_VC27,HC03_VC28,HC03_VC29,HC03_VC30,HC03_VC31
13,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_3,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
14,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_1,HC03_VC31_2
15,high,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
16,high,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
17,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
18,high,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
19,high,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
20,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
21,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
22,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
23,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_2,HC03_VC31_2
24,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_1
25,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
26,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_1,HC03_VC28_2,HC03_VC29_4,HC03_VC30_3,HC03_VC31_3
27,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
28,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_2,HC03_VC28_3,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
29,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
30,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_3,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
31,high,HC03_VC25_1,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
32,high,HC03_VC25_2,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
33,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_3
34,high,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
35,high,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
36,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
37,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
38,high,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
39,high,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
40,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
41,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
42,high,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
43,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
44,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_1,HC03_VC31_3
45,high,HC03_VC25_4,HC03_VC26_1,HC03_VC27_3,HC03_VC28_4,HC03_VC29_3,HC03_VC30_4,HC03_VC31_1
46,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
47,high,HC03_VC25_4,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
48,high,HC03_VC25_2,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_2,HC03_VC31_3
49,high,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_4
50,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
51,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
52,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_4
53,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
54,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_4,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
55,high,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_4,HC03_VC29_1,HC03_VC30_3,HC03_VC31_2
56,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_3
57,high,HC03_VC25_1,HC03_VC26_4,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_3
58,high,HC03_VC25_1,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_1,HC03_VC30_2,HC03_VC31_2
59,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
60,high,HC03_VC25_1,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
61,high,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
62,high,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
63,high,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_2,HC03_VC31_3
64,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_2,HC03_VC31_2
65,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
66,high,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
67,high,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
68,high,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
69,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
70,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
71,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_3,HC03_VC28_4,HC03_VC29_1,HC03_VC30_2,HC03_VC31_4
72,high,HC03_VC25_1,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_2
73,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_2,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
74,high,HC03_VC25_3,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
75,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_4,HC03_VC28_3,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
76,high,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_3
77,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
78,high,HC03_VC25_1,HC03_VC26_3,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
79,high,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
80,high,HC03_VC25_4,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_2
81,high,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_1
82,high,HC03_VC25_2,HC03_VC26_1,HC03_VC27_4,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
83,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_2,HC03_VC31_3
84,high,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_1,HC03_VC31_3
85,high,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_2,HC03_VC31_3
86,high,HC03_VC25_4,HC03_VC26_2,HC03_VC27_3,HC03_VC28_4,HC03_VC29_1,HC03_VC30_2,HC03_VC31_1
87,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
88,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_1
89,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_4,HC03_VC29_1,HC03_VC30_3,HC03_VC31_2
90,high,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
91,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_3,HC03_VC31_4
92,high,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
93,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_3
94,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
95,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
96,high,HC03_VC25_1,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
97,high,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
98,high,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_3,HC03_VC31_1
99,high,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
100,high,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
101,high,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_4,HC03_VC31_1
102,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_3
103,high,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_1,HC03_VC31_4
104,high,HC03_VC25_3,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
105,high,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
106,high,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
107,high,HC03_VC25_2,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
108,high,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
109,high,HC03_VC25_3,HC03_VC26_4,HC03_VC27_3,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
110,high,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
111,high,HC03_VC25_2,HC03_VC26_3,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_2,HC03_VC31_2
112,high,HC03_VC25_2,HC03_VC26_2,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
113,high,HC03_VC25_3,HC03_VC26_3,HC03_VC27_1,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
114,high,HC03_VC25_4,HC03_VC26_2,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
115,high,HC03_VC25_1,HC03_VC26_1,HC03_VC27_3,HC03_VC28_4,HC03_VC29_3,HC03_VC30_2,HC03_VC31_2
116,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
117,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_3,HC03_VC28_3,HC03_VC29_1,HC03_VC30_2,HC03_VC31_2
118,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
119,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_4,HC03_VC28_3,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
120,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
121,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_3
122,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
123,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
124,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_2
125,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
126,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
127,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
128,mid,HC03_VC25_3,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
129,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_2,HC03_VC28_3,HC03_VC29_1,HC03_VC30_3,HC03_VC31_2
130,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_3
131,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_3,HC03_VC29_3,HC03_VC30_1,HC03_VC31_2
132,mid,HC03_VC25_3,HC03_VC26_1,HC03_VC27_3,HC03_VC28_4,HC03_VC29_3,HC03_VC30_2,HC03_VC31_4
133,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
134,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
135,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_2,HC03_VC30_3,HC03_VC31_3
136,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
137,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
138,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
139,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_2,HC03_VC28_2,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
140,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_3,HC03_VC28_4,HC03_VC29_1,HC03_VC30_3,HC03_VC31_2
141,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
142,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_4,HC03_VC28_1,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
143,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_4,HC03_VC28_1,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
144,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
145,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_4,HC03_VC29_4,HC03_VC30_1,HC03_VC31_2
146,mid,HC03_VC25_3,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
147,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_4,HC03_VC28_2,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
148,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
149,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
150,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_3
151,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_1,HC03_VC30_2,HC03_VC31_4
152,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_3,HC03_VC31_2
153,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
154,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_3,HC03_VC31_1
155,mid,HC03_VC25_3,HC03_VC26_3,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_2,HC03_VC31_1
156,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
157,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_4
158,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_4,HC03_VC28_2,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
159,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_2,HC03_VC30_2,HC03_VC31_2
160,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_3,HC03_VC30_2,HC03_VC31_1
161,mid,HC03_VC25_4,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_2,HC03_VC30_2,HC03_VC31_4
162,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_2,HC03_VC28_3,HC03_VC29_2,HC03_VC30_4,HC03_VC31_3
163,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_2,HC03_VC30_3,HC03_VC31_2
164,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_3,HC03_VC28_3,HC03_VC29_2,HC03_VC30_1,HC03_VC31_2
165,mid,HC03_VC25_3,HC03_VC26_2,HC03_VC27_4,HC03_VC28_4,HC03_VC29_1,HC03_VC30_1,HC03_VC31_1
166,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_3,HC03_VC28_2,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
167,mid,HC03_VC25_4,HC03_VC26_3,HC03_VC27_1,HC03_VC28_1,HC03_VC29_4,HC03_VC30_4,HC03_VC31_4
168,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_4,HC03_VC28_4,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
169,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_1,HC03_VC31_1
170,mid,HC03_VC25_4,HC03_VC26_2,HC03_VC27_2,HC03_VC28_4,HC03_VC29_1,HC03_VC30_2,HC03_VC31_4
171,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_4,HC03_VC31_4
172,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_2,HC03_VC28_2,HC03_VC29_4,HC03_VC30_2,HC03_VC31_1
173,mid,HC03_VC25_1,HC03_VC26_2,HC03_VC27_2,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
174,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_3,HC03_VC29_4,HC03_VC30_2,HC03_VC31_2
175,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_3,HC03_VC30_4,HC03_VC31_3
176,mid,HC03_VC25_1,HC03_VC26_3,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_3,HC03_VC31_3
177,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_2,HC03_VC28_4,HC03_VC29_2,HC03_VC30_3,HC03_VC31_2
178,mid,HC03_VC25_1,HC03_VC26_1,HC03_VC27_3,HC03_VC28_3,HC03_VC29_4,HC03_VC30_1,HC03_VC31_1
179,mid,HC03_VC25_2,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_3,HC03_VC30_1,HC03_VC31_1
180,mid,HC03_VC25_2,HC03_VC26_1,HC03_VC27_1,HC03_VC28_4,HC03_VC29_3,HC03_VC30_2,HC03_VC31_3
181,mid,HC03_VC25_2,HC03_VC26_2,HC03_VC27_1,HC03_VC28_3,HC03_VC29_3,HC03_VC30_3,HC03_VC31_4
182,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_3,HC03_VC31_4
183,mid,HC03_VC25_3,HC03_VC26_4,HC03_VC27_4,HC03_VC28_1,HC03_VC29_1,HC03_VC30_3,HC03_VC31_2
184,mid,HC03_VC25_4,HC03_VC26_4,HC03_VC27_3,HC03_VC28_1,HC03_VC29_2,HC03_VC30_4,HC03_VC31_4
185,mid,HC03_VC25_1,HC03_VC26_4,HC03_VC27_2,HC03_VC28_1,HC03_VC29_4,HC03_VC30_3,HC03_VC31_2
