,drug,HC03_VC130,HC03_VC131,HC03_VC132,HC03_VC133,HC03_VC134,HC03_VC135,HC03_VC136,HC03_VC140,HC03_VC141,HC03_VC142
36,high,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
37,high,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_3
38,high,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
39,high,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_3
40,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
41,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_3,HC03_VC142_1
42,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_1,HC03_VC136_2,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
43,high,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
44,high,HC03_VC130_3,HC03_VC131_1,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
45,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
46,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
47,high,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_1
48,high,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_3
49,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
50,high,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
51,high,HC03_VC130_4,HC03_VC131_2,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_3,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
52,high,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
53,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
54,high,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
55,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_3,HC03_VC140_3,HC03_VC141_2,HC03_VC142_3
56,high,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_2,HC03_VC141_2,HC03_VC142_2
57,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_2,HC03_VC136_1,HC03_VC140_2,HC03_VC141_4,HC03_VC142_1
58,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_2,HC03_VC142_2
59,high,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_2,HC03_VC142_2
60,high,HC03_VC130_1,HC03_VC131_2,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_1,HC03_VC136_3,HC03_VC140_2,HC03_VC141_2,HC03_VC142_3
61,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_2,HC03_VC134_4,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
62,high,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
63,high,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
64,high,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_1,HC03_VC136_2,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
65,high,HC03_VC130_2,HC03_VC131_1,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
66,high,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_1
67,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
68,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
69,high,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
70,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_3,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_2,HC03_VC142_3
71,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
72,high,HC03_VC130_2,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
73,high,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
74,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_2,HC03_VC140_2,HC03_VC141_2,HC03_VC142_3
75,high,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_4,HC03_VC136_2,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
76,high,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_2,HC03_VC142_2
77,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_2,HC03_VC142_3
78,high,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
79,high,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
80,high,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
81,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_2,HC03_VC142_3
82,high,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
83,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
84,high,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
85,high,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_2,HC03_VC141_4,HC03_VC142_1
86,high,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
87,high,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
88,high,HC03_VC130_2,HC03_VC131_3,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_2,HC03_VC140_2,HC03_VC141_4,HC03_VC142_1
89,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
90,high,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_2,HC03_VC142_3
91,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_1,HC03_VC133_3,HC03_VC134_2,HC03_VC135_4,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
92,high,HC03_VC130_1,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
93,high,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
94,high,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
95,high,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
96,high,HC03_VC130_1,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_2,HC03_VC136_3,HC03_VC140_2,HC03_VC141_2,HC03_VC142_3
97,high,HC03_VC130_4,HC03_VC131_1,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_4,HC03_VC140_4,HC03_VC141_3,HC03_VC142_2
98,high,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
99,high,HC03_VC130_3,HC03_VC131_3,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
100,high,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_2,HC03_VC140_2,HC03_VC141_2,HC03_VC142_3
101,mid,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_3,HC03_VC136_2,HC03_VC140_3,HC03_VC141_3,HC03_VC142_1
102,mid,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
103,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_3,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_2,HC03_VC142_2
104,mid,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_3,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
105,mid,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_3
106,mid,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_4,HC03_VC134_1,HC03_VC135_2,HC03_VC136_2,HC03_VC140_3,HC03_VC141_1,HC03_VC142_3
107,mid,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_3,HC03_VC135_1,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
108,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
109,mid,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_2,HC03_VC140_2,HC03_VC141_1,HC03_VC142_4
110,mid,HC03_VC130_3,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_3,HC03_VC135_1,HC03_VC136_2,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
111,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_3
112,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_4,HC03_VC142_1
113,mid,HC03_VC130_1,HC03_VC131_3,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
114,mid,HC03_VC130_4,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_3,HC03_VC141_1,HC03_VC142_3
115,mid,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_1,HC03_VC142_3
116,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_2,HC03_VC134_3,HC03_VC135_2,HC03_VC136_1,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
117,mid,HC03_VC130_2,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_1,HC03_VC142_3
118,mid,HC03_VC130_3,HC03_VC131_2,HC03_VC132_2,HC03_VC133_2,HC03_VC134_3,HC03_VC135_4,HC03_VC136_2,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
119,mid,HC03_VC130_3,HC03_VC131_1,HC03_VC132_3,HC03_VC133_3,HC03_VC134_1,HC03_VC135_1,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
120,mid,HC03_VC130_4,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
121,mid,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_4,HC03_VC134_1,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
122,mid,HC03_VC130_2,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_1,HC03_VC140_2,HC03_VC141_3,HC03_VC142_1
123,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_3,HC03_VC134_2,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
124,mid,HC03_VC130_1,HC03_VC131_2,HC03_VC132_2,HC03_VC133_1,HC03_VC134_4,HC03_VC135_3,HC03_VC136_3,HC03_VC140_2,HC03_VC141_3,HC03_VC142_2
125,mid,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_3,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_4,HC03_VC142_1
126,mid,HC03_VC130_3,HC03_VC131_1,HC03_VC132_1,HC03_VC133_3,HC03_VC134_1,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_1,HC03_VC142_4
127,mid,HC03_VC130_1,HC03_VC131_4,HC03_VC132_4,HC03_VC133_4,HC03_VC134_1,HC03_VC135_1,HC03_VC136_1,HC03_VC140_1,HC03_VC141_3,HC03_VC142_2
128,mid,HC03_VC130_1,HC03_VC131_3,HC03_VC132_3,HC03_VC133_2,HC03_VC134_2,HC03_VC135_2,HC03_VC136_2,HC03_VC140_1,HC03_VC141_1,HC03_VC142_4
129,mid,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_1,HC03_VC134_4,HC03_VC135_4,HC03_VC136_4,HC03_VC140_4,HC03_VC141_1,HC03_VC142_4
130,mid,HC03_VC130_2,HC03_VC131_1,HC03_VC132_1,HC03_VC133_2,HC03_VC134_3,HC03_VC135_3,HC03_VC136_4,HC03_VC140_3,HC03_VC141_3,HC03_VC142_2
131,mid,HC03_VC130_3,HC03_VC131_2,HC03_VC132_1,HC03_VC133_2,HC03_VC134_2,HC03_VC135_3,HC03_VC136_3,HC03_VC140_3,HC03_VC141_4,HC03_VC142_1
